Indicator_series,Indicator_Description,City,Country,Region,Estimate_Year,Urban_Share_in_OPS,Urban_Share_in_Streets,Urban_Share_in_OPS_and_Streets,Population_with_OPS_access,Estimate_Source,ObjectId
Population_with_OPS_access is the percentage share of urban population who can access an open public space within a walking distance of 400 meters along the street network,,,,,,,,,,,517
An open public space (OPS) is defined as an area that openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth.,,,,,,,,,,,518
"Data used to estimate population with access to open public spaces is based on grid level population disaggregation directly from city/country data, or from the HRSL (facebook and CIESIN) and WorldPop. Analysis year is 2020. ",,,,,,,,,,,519
"City/urban area used in the analyis has been generated using a classification approach based on the Urban Extent or the Degree of Urbanization concepts to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries. Exception for this is in Peru, Israel and Iceland where data provided by the National Statistical Office is mostly based on official municipal / city boundaries.",,,,,,,,,,,520
"Source: United Nations Human Settlement Programme (UN-Habitat), Global Urban Indicators Database 2021",,,,,,,,,,,521
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Lausanne,Switzerland,Northern America and Europe,2020,5.05,18.55,23.6,76.89,UN-Habitat Urban Indicators Database,522
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Huamachuco,Peru,Latin America and the Caribbean,2017,0.53,18.01,18.53,,"National Institute of Statistics and Informatics, Peru",523
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Neuchatel,Switzerland,Northern America and Europe,2020,2.97,17.33,20.29,70.09,UN-Habitat Urban Indicators Database,524
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Huancavelica,Peru,Latin America and the Caribbean,2017,0.42,38.75,39.17,,"National Institute of Statistics and Informatics, Peru",525
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",St Gallen,Switzerland,Northern America and Europe,2020,6.6,16.27,22.88,82.95,UN-Habitat Urban Indicators Database,526
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Huancayo,Peru,Latin America and the Caribbean,2017,2.03,19.02,21.04,,"National Institute of Statistics and Informatics, Peru",527
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Wetzikon,Switzerland,Northern America and Europe,2020,3.05,16.36,19.41,85.43,UN-Habitat Urban Indicators Database,528
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Huanta,Peru,Latin America and the Caribbean,2017,0.21,18.82,19.03,,"National Institute of Statistics and Informatics, Peru",529
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Winterhur,Switzerland,Northern America and Europe,2020,4.66,20.05,24.71,81.93,UN-Habitat Urban Indicators Database,530
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Zurich,Switzerland,Northern America and Europe,2020,3.64,18.32,21.96,67.59,UN-Habitat Urban Indicators Database,531
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Khorog,Tajikistan,Central and Southern Asia ,2020,4.78,10.62,15.4,83.35,UN-Habitat Urban Indicators Database,532
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",ChiangMai,Thailand,Eastern Asia and South-eastern Asia,2020,1.44,13.38,14.82,37.05,UN-Habitat Urban Indicators Database,533
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",ChiangRai,Thailand,Eastern Asia and South-eastern Asia,2020,1.27,11.37,12.64,22.3,UN-Habitat Urban Indicators Database,534
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Khon Kaen,Thailand,Eastern Asia and South-eastern Asia,2020,1.9,14.47,16.36,22.22,UN-Habitat Urban Indicators Database,535
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Phattalung,Thailand,Eastern Asia and South-eastern Asia,2020,2.14,12.81,14.95,29.98,UN-Habitat Urban Indicators Database,536
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Al_Qayrawan,Tunisia,Western Asia  and Northern Africa ,2020,1.89,24.08,25.97,66.68,UN-Habitat Urban Indicators Database,537
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Banzart,Tunisia,Western Asia  and Northern Africa ,2020,1.53,15.6,17.13,40.95,UN-Habitat Urban Indicators Database,538
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Monastir,Tunisia,Western Asia  and Northern Africa ,2020,2.5,21.57,24.07,71.79,UN-Habitat Urban Indicators Database,539
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Qabis,Tunisia,Western Asia  and Northern Africa ,2020,3.07,22.42,25.49,63.06,UN-Habitat Urban Indicators Database,540
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Susah,Tunisia,Western Asia  and Northern Africa ,2020,1.26,19.42,20.68,53.85,UN-Habitat Urban Indicators Database,541
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tozeur,Tunisia,Western Asia  and Northern Africa ,2020,14.97,21.92,36.89,90.96,UN-Habitat Urban Indicators Database,542
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tunis,Tunisia,Western Asia  and Northern Africa ,2020,2.92,22.2,25.11,45.3,UN-Habitat Urban Indicators Database,543
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Adapazari,Turkey,Western Asia  and Northern Africa ,2020,1.82,20.03,21.85,41.8,UN-Habitat Urban Indicators Database,544
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Adiyaman,Turkey,Western Asia  and Northern Africa ,2020,2.92,22.04,24.96,84.62,UN-Habitat Urban Indicators Database,545
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Agri,Turkey,Western Asia  and Northern Africa ,2020,1.59,15.07,16.65,70.56,UN-Habitat Urban Indicators Database,546
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ankara,Turkey,Western Asia  and Northern Africa ,2020,5.12,21.07,26.19,76.78,UN-Habitat Urban Indicators Database,547
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Antalya,Turkey,Western Asia  and Northern Africa ,2020,3.66,16.33,20,69.79,UN-Habitat Urban Indicators Database,548
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Balikesir,Turkey,Western Asia  and Northern Africa ,2020,2.69,29.02,31.71,90.3,UN-Habitat Urban Indicators Database,549
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Bursa,Turkey,Western Asia  and Northern Africa ,2020,2.89,27.01,29.9,70.68,UN-Habitat Urban Indicators Database,550
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Carasamba,Turkey,Western Asia  and Northern Africa ,2020,3,15.02,18.02,77.3,UN-Habitat Urban Indicators Database,551
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Cerkezkoy,Turkey,Western Asia  and Northern Africa ,2020,1.19,18.3,19.49,69.21,UN-Habitat Urban Indicators Database,552
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Corum,Turkey,Western Asia  and Northern Africa ,2020,2.58,18.87,21.46,80.34,UN-Habitat Urban Indicators Database,553
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Denzili,Turkey,Western Asia  and Northern Africa ,2020,3.81,25.11,28.92,76.71,UN-Habitat Urban Indicators Database,554
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Gaziantep,Turkey,Western Asia  and Northern Africa ,2020,6,27.55,33.55,83.1,UN-Habitat Urban Indicators Database,555
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Istanbul,Turkey,Western Asia  and Northern Africa ,2020,3.07,23.81,26.87,59.78,UN-Habitat Urban Indicators Database,556
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Izmir,Turkey,Western Asia  and Northern Africa ,2020,3.83,25.82,29.65,68.95,UN-Habitat Urban Indicators Database,557
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Kayseri,Turkey,Western Asia  and Northern Africa ,2020,2.04,17.84,19.87,66.7,UN-Habitat Urban Indicators Database,558
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Konya,Turkey,Western Asia  and Northern Africa ,2020,3,19.22,22.21,65.32,UN-Habitat Urban Indicators Database,559
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Malatya,Turkey,Western Asia  and Northern Africa ,2020,1,15.2,16.2,58.76,UN-Habitat Urban Indicators Database,560
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Nigde,Turkey,Western Asia  and Northern Africa ,2020,1.44,15.11,16.55,71.46,UN-Habitat Urban Indicators Database,561
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Samsun,Turkey,Western Asia  and Northern Africa ,2020,2.7,22.67,25.37,71.21,UN-Habitat Urban Indicators Database,562
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Sanliurfa,Turkey,Western Asia  and Northern Africa ,2020,4.03,24.42,28.45,83.8,UN-Habitat Urban Indicators Database,563
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Sivas,Turkey,Western Asia  and Northern Africa ,2020,1.8,21.25,23.05,71.99,UN-Habitat Urban Indicators Database,564
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tarsus,Turkey,Western Asia  and Northern Africa ,2020,2.18,22.6,24.78,70.28,UN-Habitat Urban Indicators Database,565
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Uzunköprü,Turkey,Western Asia  and Northern Africa ,2020,1.47,21.16,22.63,67.15,UN-Habitat Urban Indicators Database,566
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Viransehir,Turkey,Western Asia  and Northern Africa ,2020,3.22,20,23.21,84.13,UN-Habitat Urban Indicators Database,567
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Asgabat,Turkmenistan,Central and Southern Asia ,2020,4.28,14.91,19.2,48.85,UN-Habitat Urban Indicators Database,568
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Serdar,Turkmenistan,Central and Southern Asia ,2020,1.2,10.42,11.62,36.93,UN-Habitat Urban Indicators Database,569
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Abu Dhabi,UAE,Western Asia  and Northern Africa ,2020,2.72,19.45,22.17,37.57,UN-Habitat Urban Indicators Database,570
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Al Ain,UAE,Western Asia  and Northern Africa ,2020,1.84,15.81,17.65,41.27,UN-Habitat Urban Indicators Database,571
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Al Fujayrah,UAE,Western Asia  and Northern Africa ,2020,1.47,23.99,25.47,82.32,UN-Habitat Urban Indicators Database,572
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Huanuco,Peru,Latin America and the Caribbean,2017,1.1,32.46,33.56,,"National Institute of Statistics and Informatics, Peru",573
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Huaral,Peru,Latin America and the Caribbean,2017,0.73,33.95,34.68,,"National Institute of Statistics and Informatics, Peru",574
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Huaraz,Peru,Latin America and the Caribbean,2017,0.44,17.95,18.39,,"National Institute of Statistics and Informatics, Peru",575
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Huarmey,Peru,Latin America and the Caribbean,2017,0.86,39.01,39.88,,"National Institute of Statistics and Informatics, Peru",576
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ica,Peru,Latin America and the Caribbean,2017,1.49,29.16,30.65,,"National Institute of Statistics and Informatics, Peru",577
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ilave,Peru,Latin America and the Caribbean,2017,0.65,30.99,31.64,,"National Institute of Statistics and Informatics, Peru",578
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ilo,Peru,Latin America and the Caribbean,2017,1.88,42.67,44.55,,"National Institute of Statistics and Informatics, Peru",579
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Iquitos,Peru,Latin America and the Caribbean,2017,0.37,17.35,17.72,,"National Institute of Statistics and Informatics, Peru",580
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Jaen,Peru,Latin America and the Caribbean,2017,0.86,26.64,27.5,,"National Institute of Statistics and Informatics, Peru",581
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Jauja,Peru,Latin America and the Caribbean,2017,0.67,21.27,21.94,,"National Institute of Statistics and Informatics, Peru",582
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Juanjui,Peru,Latin America and the Caribbean,2017,3.57,31.44,35.02,,"National Institute of Statistics and Informatics, Peru",583
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Juliaca,Peru,Latin America and the Caribbean,2017,0.61,36.53,37.14,,"National Institute of Statistics and Informatics, Peru",584
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",La Arena,Peru,Latin America and the Caribbean,2017,0.53,36.46,36.99,,"National Institute of Statistics and Informatics, Peru",585
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",La Merced,Peru,Latin America and the Caribbean,2017,0.72,27.68,28.41,,"National Institute of Statistics and Informatics, Peru",586
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",La Oroya,Peru,Latin America and the Caribbean,2017,6.92,51.02,57.94,,"National Institute of Statistics and Informatics, Peru",587
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Lambayeque,Peru,Latin America and the Caribbean,2017,1.51,28.56,30.06,,"National Institute of Statistics and Informatics, Peru",588
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Laredo,Peru,Latin America and the Caribbean,2017,1.45,31.76,33.21,,"National Institute of Statistics and Informatics, Peru",589
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Lima Metropolitana Y Callao,Peru,Latin America and the Caribbean,2017,2.93,33.77,36.7,,"National Institute of Statistics and Informatics, Peru",590
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Mala,Peru,Latin America and the Caribbean,2017,0.87,20.73,21.6,,"National Institute of Statistics and Informatics, Peru",591
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Mollendo,Peru,Latin America and the Caribbean,2017,6.69,51.75,58.44,,"National Institute of Statistics and Informatics, Peru",592
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Monsefu,Peru,Latin America and the Caribbean,2017,0.65,46.63,47.28,,"National Institute of Statistics and Informatics, Peru",593
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Moquegua,Peru,Latin America and the Caribbean,2017,0.93,43.6,44.52,,"National Institute of Statistics and Informatics, Peru",594
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Moyobamba,Peru,Latin America and the Caribbean,2017,0.28,31.14,31.42,,"National Institute of Statistics and Informatics, Peru",595
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Nasca,Peru,Latin America and the Caribbean,2017,0.73,48.3,49.03,,"National Institute of Statistics and Informatics, Peru",596
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Nueva Cajamarca,Peru,Latin America and the Caribbean,2017,0.24,32.45,32.69,,"National Institute of Statistics and Informatics, Peru",597
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Pacasmayo,Peru,Latin America and the Caribbean,2017,0.42,32.63,33.05,,"National Institute of Statistics and Informatics, Peru",598
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Paijan,Peru,Latin America and the Caribbean,2017,0.11,32.86,32.97,,"National Institute of Statistics and Informatics, Peru",599
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Paita,Peru,Latin America and the Caribbean,2017,0.59,49.36,49.95,,"National Institute of Statistics and Informatics, Peru",600
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Paramonga,Peru,Latin America and the Caribbean,2017,1.52,43.17,44.69,,"National Institute of Statistics and Informatics, Peru",601
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Pisco,Peru,Latin America and the Caribbean,2017,5.62,46.71,52.33,,"National Institute of Statistics and Informatics, Peru",602
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Piura,Peru,Latin America and the Caribbean,2017,2.53,30.17,32.7,,"National Institute of Statistics and Informatics, Peru",603
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Pucallpa,Peru,Latin America and the Caribbean,2017,0.54,20.09,20.63,,"National Institute of Statistics and Informatics, Peru",604
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Puerto Maldonado,Peru,Latin America and the Caribbean,2017,0.24,35.26,35.5,,"National Institute of Statistics and Informatics, Peru",605
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Puno,Peru,Latin America and the Caribbean,2017,2.19,32.36,34.55,,"National Institute of Statistics and Informatics, Peru",606
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Quillabamba,Peru,Latin America and the Caribbean,2017,0.57,36.85,37.42,,"National Institute of Statistics and Informatics, Peru",607
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Requena,Peru,Latin America and the Caribbean,2017,0.17,39.46,39.63,,"National Institute of Statistics and Informatics, Peru",608
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Rioja,Peru,Latin America and the Caribbean,2017,0.65,23.47,24.12,,"National Institute of Statistics and Informatics, Peru",609
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",San Clemente,Peru,Latin America and the Caribbean,2017,0.68,41.69,42.36,,"National Institute of Statistics and Informatics, Peru",610
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",San Martin De Pangoa,Peru,Latin America and the Caribbean,2017,0.26,31.58,31.84,,"National Institute of Statistics and Informatics, Peru",611
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",San Ramon,Peru,Latin America and the Caribbean,2017,0.93,32.58,33.51,,"National Institute of Statistics and Informatics, Peru",612
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",San Vicente De Cañete,Peru,Latin America and the Caribbean,2017,1.25,27.83,29.08,,"National Institute of Statistics and Informatics, Peru",613
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Satipo,Peru,Latin America and the Caribbean,2017,1.04,28.24,29.28,,"National Institute of Statistics and Informatics, Peru",614
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Sechura,Peru,Latin America and the Caribbean,2017,0.61,44.98,45.59,,"National Institute of Statistics and Informatics, Peru",615
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Sicuani,Peru,Latin America and the Caribbean,2017,0.19,25.85,26.04,,"National Institute of Statistics and Informatics, Peru",616
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Sullana,Peru,Latin America and the Caribbean,2017,0.79,35.89,36.68,,"National Institute of Statistics and Informatics, Peru",617
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tacna,Peru,Latin America and the Caribbean,2017,1.61,30.56,32.17,,"National Institute of Statistics and Informatics, Peru",618
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Talara,Peru,Latin America and the Caribbean,2017,0.73,41.07,41.8,,"National Institute of Statistics and Informatics, Peru",619
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tambo Grande,Peru,Latin America and the Caribbean,2017,0.66,28.3,28.97,,"National Institute of Statistics and Informatics, Peru",620
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tarapoto,Peru,Latin America and the Caribbean,2017,0.24,18.94,19.18,,"National Institute of Statistics and Informatics, Peru",621
